,word,transcript,neighbours
865,"['ж', 'и', 'з', 'н', 'ь']","['zh', 'y', ""z'"", ""n'""]",[]
866,"['к', 'а', 'р', 'т']","['k', 'a', 'r', 't']","[['k', 'a', 'r', 'l'], ['k', 'a', 'n', 't']]"
867,"['м', 'и', 'л']","[""m'"", 'i', 'l']","[[""m'"", 'i', 'r'], [""m'"", 'i', 'k'], [""m'"", 'i', 'f'], ['m', 'a', 'l'], [""b'"", 'i', 'l'], ['zh', 'y', 'l'], [""m'"", 'i', ""l'""], ['m', 'o', 'l'], [""s'"", 'i', 'l'], [""p'"", 'i', 'l']]"
868,"['н', 'о']","['n', 'o']","[[""n'"", 'e'], ['k', 'o'], ['n', 'o', 's'], ['n', 'a'], ['o'], ['t', 'o'], ['n', 'o', 'k'], ['n', 'u'], ['b', 'o'], ['v', 'o'], ['d', 'o'], [""n'"", 'i'], ['p', 'o'], ['s', 'o'], ['d', 'n', 'o'], ['n', 'o', 'sh']]"
869,"['с', 'е', 'л']","[""s'"", 'e', 'l']","[[""d'"", 'e', 'l'], ['j', 'e', 'l'], [""s'"", 'e', 'j'], [""t'"", 'e', 'l'], ['s', ""m'"", 'e', 'l'], [""s'"", 'e'], ['s', 'j', 'e', 'l'], [""p'"", 'e', 'l'], [""s'"", 'i', 'l'], [""s'"", 'e', 'm']]"
870,"['с', 'у', 'м', 'м']","['s', 'u', 'm', 'm']",[]
871,"['б', 'е', 'с']","[""b'"", 'e', 's']","[[""l'"", 'e', 's'], [""b'"", 'e', 'k'], [""b'"", 'e', 's'], [""b'"", 'e', 't'], [""b'"", 'e', 'j'], ['b', 'a', 's'], [""v'"", 'e', 's']]"
872,"['н', 'и', 'м']","[""n'"", 'i', 'm']","[[""r'"", 'i', 'm'], [""n'"", 'i', 'h'], [""s'"", 'i', 'm'], [""n'"", 'i'], ['i', 'm'], [""n'"", 'o', 'm'], [""t'"", 'i', 'm'], ['n', 'a', 'm']]"
873,"['р', 'и', 'м']","[""r'"", 'i', 'm']","[[""r'"", 'i', 's'], [""r'"", 'i', 't', 'm'], [""n'"", 'i', 'm'], [""s'"", 'i', 'm'], ['i', 'm'], [""t'"", 'i', 'm']]"
874,"['м', 'е', 'ч']","[""m'"", 'e', 'ch']","[[""m'"", 'e', 'sh'], [""m'"", 'e', 'r'], [""m'"", 'a', 'ch']]"
875,"['т', 'ь', 'м', 'ы']","[""t'"", 'm', 'y']","[[""t'"", 'm', 'u'], [""t'"", ""m'"", 'e'], [""t'"", 'm', 'a']]"
876,"['м', 'а', 'к', 'с']","['m', 'a', 'k', 's']","[['m', 'a', 'r', 'k', 's'], ['m', 'a', 's']]"
877,"['в', 'д', 'о', 'л', 'ь']","['v', 'd', 'o', ""l'""]","[['v', 'd', 'a', ""l'""]]"
878,"['в', 'к', 'л', 'а', 'д']","['f', 'k', 'l', 'a', 't']","[['s', 'k', 'l', 'a', 't']]"
879,"['г', 'р', 'у', 'с', 'т', 'ь']","['g', 'r', 'u', ""s'"", ""t'""]",[]
880,"['д', 'н', 'я', 'м']","[""d'"", ""n'"", 'a', 'm']","[[""d'"", ""n'"", 'a', 'h'], [""d'"", ""n'"", 'o', 'm'], ['d', 'n', 'o', 'm'], [""d'"", ""n'"", 'a']]"
881,"['к', 'о', 'с', 'т', 'ь']","['k', 'o', ""s'"", ""t'""]","[['g', 'o', ""s'"", ""t'""]]"
882,"['к', 'р', 'е', 'м', 'л', 'ь']","['k', ""r'"", 'e', 'm', ""l'""]",[]
883,"['к', 'о', 'м']","['k', 'o', 'm']","[['d', 'o', 'm'], ['k', 'o'], [""k'"", 'e', 'm'], ['t', 'o', 'm'], ['k', 'o', 't']]"
884,"['с', 'л', 'у', 'х']","['s', 'l', 'u', 'h']","[['f', 's', 'l', 'u', 'h']]"
885,"['ф', 'о', 'н', 'д']","['f', 'o', 'n', 't']","[['f', 'o', 'n']]"
886,"['х', 'в', 'о', 'с', 'т']","['h', 'v', 'o', 's', 't']",[]
887,"['б', 'е', 'й']","[""b'"", 'e', 'j']","[[""b'"", 'e', 'k'], ['ch', 'e', 'j'], [""b'"", 'e', 's'], [""s'"", 'e', 'j'], ['j', 'e', 'j'], [""n'"", 'e', 'j'], [""b'"", 'e', 's'], ['b', 'o', 'j'], [""b'"", 'e', 't'], [""p'"", 'e', 'j']]"
888,"['р', 'и', 'с']","[""r'"", 'i', 's']","[[""r'"", 'i', 'm'], ['r', 'o', 's'], [""r'"", 'i', 's', 'k']]"
889,"['с', 'в', 'и', 'с', 'т']","['s', ""v'"", 'i', 's', 't']",[]
890,"['с', 'т', 'а', 'л']","['s', 't', 'a', 'l']","[['f', 's', 't', 'a', 'l'], ['s', 't', 'a', 'f'], ['s', 't', 'a', 'n'], ['s', 'p', 'a', 'l'], ['s', 't', 'a'], ['s', 'k', 'a', 'l'], ['s', 't', 'a', 'r'], ['z', 'd', 'a', 'l'], ['zh', 'a', 'l'], ['s', 't', 'u', 'l'], ['s', 't', 'o', 'l']]"
891,"['т', 'е']","[""t'"", 'e']","[['zh', 'e'], [""t'"", 'e', 'm'], [""t'"", 'e', 'h'], ['t', 'y'], [""n'"", 'e'], ['j', 'e'], ['t', 'a'], [""t'"", 'e', 'l'], ['t', 'o'], ['t', 'u'], [""d'"", 'e'], [""s'"", 'e']]"
892,"['ф', 'л', 'о', 'т']","['f', 'l', 'o', 't']",[]
893,"['с', 'м', 'е', 'с', 'ь']","['s', ""m'"", 'e', ""s'""]",[]
894,"['б', 'а', 'л']","['b', 'a', 'l']","[['b', 'a', 's'], ['m', 'a', 'l'], ['b', 'r', 'a', 'l'], ['b', 'a', 'p'], ['b', 'a'], ['z', 'a', 'l'], ['b', 'y', 'l'], ['d', 'a', 'l'], ['p', 'a', 'l'], [""b'"", 'i', 'l']]"
895,"['б', 'ь', 'ё', 'т']","[""b'"", 'j', 'o', 't']","[[""b'"", 'j', 'u', 't'], [""p'"", 'j', 'o', 't']]"
896,"['б', 'л', 'е', 'с', 'к']","['b', ""l'"", 'e', 's', 'k']",[]
897,"['д', 'а', 'н', 'ь']","['d', 'a', ""n'""]","[['d', 'a', 'n'], ['d', 'a', ""l'""], [""d'"", 'e', ""n'""], ['d', 'a', ""t'""], ['d', 'a', 'sh']]"
898,"['д', 'н', 'у']","['d', 'n', 'u']","[['d', 'n', 'a'], [""d'"", ""n'"", 'i'], [""d'"", ""n'"", 'a'], ['n', 'u'], [""d'"", ""n'"", 'u'], ['d', 'n', 'o'], [""d'"", ""n'"", 'e']]"
899,"['р', 'а', 'й']","['r', 'a', 'j']","[['r', 'a', 'n'], ['r', 'a', 'k'], ['r', 'a', 's'], ['r', 'a', 't'], ['k', 'r', 'a', 'j'], ['a', 'j'], ['m', 'a', 'j'], ['r', 'a', 'p'], ['d', 'a', 'j'], ['ch', 'a', 'j']]"
900,"['р', 'ё', 'в']","[""r'"", 'o', 'f']",[]
901,"['с', 'к', 'л', 'а', 'д']","['s', 'k', 'l', 'a', 't']","[['f', 'k', 'l', 'a', 't']]"
902,"['с', 'н', 'ы']","['s', 'n', 'y']","[[""s'"", ""n'"", 'e'], ['s', 'n', 'a']]"
903,"['ш', 'у', 'т']","['sh', 'u', 't']","[['t', 'u', 't'], ['sh', 'u', 'm']]"
904,['а'],['a'],"[['a', 'sh'], ['a', 'n'], ['e'], ['n', 'a'], ['u'], ['b', 'a'], ['a', 'j'], ['k', 'a'], ['t', 'a'], ['h', 'a'], ['a', 't'], ['l', 'a'], ['o'], ['i'], ['j', 'a'], ['z', 'a'], ['a', 'h'], ['j', 'e'], ['d', 'a']]"
905,"['с', 'а', 'м']","['s', 'a', 'm']","[['s', 'a', 't'], ['s', 'a', 'n'], [""s'"", 'i', 'm'], ['d', 'a', 'm'], ['v', 'a', 'm'], [""s'"", 'o', 'm'], ['t', 'a', 'm'], ['n', 'a', 'm'], [""s'"", 'e', 'm']]"
906,"['с', 'р', 'е', 'д', 'ь']","['s', ""r'"", 'e', ""t'""]",[]
907,"['ш', 'а', 'р']","['sh', 'a', 'r']","[['sh', 'a', 'h'], ['p', 'a', 'r'], ['d', 'a', 'r'], ['sh', 'a', 'k'], ['zh', 'a', 'r']]"
908,"['н', 'е', 'д', 'р']","[""n'"", 'e', 'd', 'r']","[[""n'"", 'e', 'g', 'r']]"
909,"['п', 'л', 'ы', 'л']","['p', 'l', 'y', 'l']",[]
910,"['с', 'в', 'о', 'й']","['s', 'v', 'o', 'j']","[['s', 't', 'o', 'j'], ['s', 'l', 'o', 'j'], ['t', 'v', 'o', 'j'], ['v', 'o', 'j'], ['s', 'v', 'o', 't']]"
911,['я'],"['j', 'a']","[['j', 'e'], [""m'"", 'a'], ['a'], ['e'], ['o'], ['u'], ['i'], ['j', 'a', 'n']]"
912,"['б', 'ы', 'т']","['b', 'y', 't']","[['b', 'y', 'f'], ['b', 'y', 'k'], ['b', 'y'], ['b', 'y', 'l'], ['b', 'y', ""t'""]]"
913,"['д', 'а', 'л']","['d', 'a', 'l']","[[""d'"", 'e', 'l'], ['d', 'a', 'f'], ['d', 'a', 'n'], ['b', 'a', 'l'], ['d', 'a', ""l'""], ['m', 'a', 'l'], ['d', 'a', 'k'], ['d', 'u', 'l'], ['d', 'a'], ['d', 'a', 'r'], ['zh', 'd', 'a', 'l'], ['z', 'a', 'l'], ['d', 'a', 'm'], ['z', 'd', 'a', 'l'], ['p', 'a', 'l'], ['d', 'a', 'j']]"
914,"['з', 'у', 'б']","['z', 'u', 'p']","[['d', 'u', 'p'], ['g', 'u', 'p'], ['r', 'u', 'p']]"
915,"['к', 'о', 'с', 'т', 'ь']","['k', 'o', ""s'"", ""t'""]","[['g', 'o', ""s'"", ""t'""]]"
916,"['м', 'е', 'с', 'т', 'ь']","[""m'"", 'e', ""s'"", ""t'""]","[['ch', 'e', ""s'"", ""t'""], [""s'"", 'e', ""s'"", ""t'""], ['j', 'e', ""s'"", ""t'""], [""v'"", 'e', ""s'"", ""t'""], [""m'"", 'e', 's', 't'], ['sh', 'e', ""s'"", ""t'""]]"
917,"['м', 'и', 'г']","[""m'"", 'i', 'k']","[['m', 'o', 'k'], [""m'"", 'i', 'f'], [""m'"", 'i', 'l'], [""m'"", 'i', 'r']]"
918,"['п', 'л', 'а', 'щ']","['p', 'l', 'a', 'sc']","[['p', 'l', 'a', 'n'], ['p', 'l', 'a', 'ch']]"
919,"['р', 'а', 'й']","['r', 'a', 'j']","[['r', 'a', 'n'], ['r', 'a', 'k'], ['r', 'a', 's'], ['r', 'a', 't'], ['k', 'r', 'a', 'j'], ['a', 'j'], ['m', 'a', 'j'], ['r', 'a', 'p'], ['d', 'a', 'j'], ['ch', 'a', 'j']]"
920,"['с', 'л', 'ы', 'ш', 'ь']","['s', 'l', 'y', 'sh']",[]
921,"['с', 'ч', 'ё', 'т']","['s', 'ch', 'o', 't']","[['sc', 'ch', 'o', 'l']]"
922,"['т', 'р', 'е', 'т', 'ь']","['t', ""r'"", 'e', ""t'""]",[]
923,"['ч', 'ь', 'ё']","['ch', 'j', 'o']","[['ch', 'j', 'i'], ['ch', 'j', 'a']]"
924,"['ш', 'к', 'а', 'ф']","['sh', 'k', 'a', 'f']",[]
925,"['в', 'а', 'н']","['v', 'a', 'n']","[['r', 'a', 'n'], ['d', 'a', 'n'], ['a', 'n'], ['v', 'a', 'sh'], ['p', 'a', 'n'], [""v'"", 'i', 'n'], ['v', 'a', 's'], ['s', 'a', 'n'], ['zh', 'a', 'n'], ['v', 'a', 'm'], ['h', 'a', 'n'], ['v', 'o', 'n']]"
926,"['в', 'е', 'р', 'ь']","[""v'"", 'e', ""r'""]","[[""v'"", 'e', 'r', 'h'], [""v'"", 'e', ""s'""], [""v'"", 'e', 'sc'], [""v'"", 'e', ""t'""], ['z', ""v'"", 'e', ""r'""], ['d', ""v'"", 'e', ""r'""]]"
927,"['д', 'а', 'ш', 'ь']","['d', 'a', 'sh']","[['d', 'a', ""l'""], ['d', 'a', ""n'""], ['d', 'a', ""t'""]]"
928,"['ж', 'а', 'н']","['zh', 'a', 'n']","[['r', 'a', 'n'], ['d', 'a', 'n'], ['a', 'n'], ['p', 'a', 'n'], ['v', 'a', 'n'], ['zh', 'a', 'n', 'r'], ['s', 'a', 'n'], ['zh', 'o', 'n'], ['zh', 'a', 'r'], ['h', 'a', 'n']]"
929,"['з', 'н', 'а', 'л']","['z', 'n', 'a', 'l']","[['z', 'n', 'a', 'k'], ['z', 'a', 'l'], ['z', 'v', 'a', 'l'], ['z', 'n', 'a', 'j'], ['g', 'n', 'a', 'l']]"
930,"['л', 'о', 'ж', 'ь']","['l', 'o', 'sh']","[['r', 'o', 'sh']]"
931,"['п', 'л', 'а', 'ч', 'ь']","['p', 'l', 'a', 'ch']","[['p', 'l', 'a', 'ch']]"
932,"['т', 'о']","['t', 'o']","[['t', 'o', 'j'], ['s', 't', 'o'], ['t', 'u'], ['v', 'o'], ['d', 'o'], ['p', 'o'], ['ch', 't', 'o'], ['t', 'a'], ['n', 'o'], ['b', 'o'], ['k', 't', 'o'], ['t', 'y'], ['k', 'o'], ['sh', 't', 'o'], ['o'], ['t', 'o', 'k'], ['s', 'o'], [""t'"", 'e'], ['t', 'o', 'n'], ['t', 'o', 'm'], ['t', 'o', 't']]"
933,"['т', 'е', 'х']","[""t'"", 'e', 'h']","[[""t'"", 'e', 'l'], [""t'"", 'e', 'm'], [""t'"", 'e']]"
934,"['н', 'а', 'с']","['n', 'a', 's']","[['n', 'a', 't'], ['n', 'o', 's'], ['n', 'a'], ['n', 'a', 'sh'], ['ch', 'a', 's'], ['v', 'a', 's'], [""n'"", 'o', 's'], ['b', 'a', 's'], ['n', 'a', 'm']]"
935,"['в', 'р', 'а', 'з']","['v', 'r', 'a', 's']","[['f', 'r', 'a', 's'], ['v', 'r', 'a', 'ch'], ['r', 'a', 's'], ['v', 'r', 'a', 'k']]"
936,"['м', 'о', 'щ', 'ь']","['m', 'o', 'sc']",[]
937,"['м', 'у', 'х']","['m', 'u', 'h']","[['u', 'h'], ['m', 'u', 'sh'], ['d', 'u', 'h']]"
938,"['п', 'о', 'л']","['p', 'o', 'l']","[['p', 'o', 't'], ['p', 'o', 'p'], ['p', 'o', 'l', 'k'], ['p', 'o', 'r'], ['p', 'o'], [""p'"", 'e', 'l'], ['p', 'a', 'l'], ['m', 'o', 'l'], [""p'"", 'i', 'l'], ['p', 'o', 't']]"
939,"['п', 'р', 'а', 'х']","['p', 'r', 'a', 'h']","[['p', 'r', 'a', 'f']]"
940,"['р', 'ж', 'и']","['r', 'zh', 'y']","[['l', 'zh', 'y']]"
941,"['с', 'п', 'р', 'о', 'с']","['s', 'p', 'r', 'o', 's']",[]
942,"['с', 'ъ', 'е', 'з', 'д']","['s', 'j', 'e', 'z', 't']",[]
943,"['б', 'и', 'л']","[""b'"", 'i', 'l']","[['b', 'a', 'l'], [""m'"", 'i', 'l'], ['z', ""b'"", 'i', 'l'], ['b', 'y', 'l'], ['zh', 'y', 'l'], [""s'"", 'i', 'l'], [""p'"", 'i', 'l']]"
944,"['д', 'в', 'а']","['d', 'v', 'a']","[['d', 'a'], ['d', ""v'"", 'e'], ['d', 'n', 'a']]"
945,"['л', 'ь', 'в', 'о', 'в']","[""l'"", 'v', 'o', 'f']",[]
946,"['с', 'к', 'о', 'т']","['s', 'k', 'o', 't']","[['s', 'o', 't'], ['k', 'o', 't']]"
947,"['ц', 'и', 'к', 'л']","['c', 'y', 'k', 'l']",[]
948,"['в', 'с', 'ё']","['f', ""s'"", 'o']","[['f', ""s'"", 'e'], ['f', ""s'"", 'u'], ['f', ""s'"", 'o', 'm'], ['f', ""s'"", 'a']]"
949,"['д', 'е', 'н', 'ь']","[""d'"", 'e', ""n'""]","[[""t'"", 'e', ""n'""], ['d', 'a', ""n'""], [""l'"", 'e', ""n'""]]"
950,"['д', 'о', 'н']","['d', 'o', 'n']","[['d', 'o', 'm'], ['d', 'a', 'n'], ['d', 'zh', 'o', 'n'], ['t', 'o', 'n'], ['d', 'o'], ['z', 'o', 'n'], ['o', 'n'], ['f', 'o', 'n'], ['s', 'o', 'n'], ['v', 'o', 'n']]"
951,"['л', 'о', 'р', 'д']","['l', 'o', 'r', 't']",[]
952,"['ж', 'о', 'р', 'ж']","['zh', 'o', 'r', 'sh']",[]
953,"['б', 'е', 'г']","[""b'"", 'e', 'k']","[[""b'"", 'e', 's'], [""b'"", 'e', 's'], [""b'"", 'e', 't'], [""b'"", 'e', 'j'], ['b', 'o', 'h']]"
954,"['б', 'е', 'д']","[""b'"", 'e', 't']","[[""b'"", 'e', 'k'], [""b'"", 'e', 's'], [""b'"", 'e', 's'], [""l'"", 'e', 't'], [""b'"", 'e', 'j'], ['b', ""r'"", 'e', 't'], [""d'"", 'e', 't']]"
955,"['в', 'з', 'о', 'р']","['v', 'z', 'o', 'r']","[['v', 'z', 'd', 'o', 'r'], ['v', 'o', 'r']]"
956,"['в', 'л', 'е', 'з']","['v', ""l'"", 'e', 's']","[['s', ""l'"", 'e', 's']]"
957,"['г', 'н', 'а', 'т', 'ь']","['g', 'n', 'a', ""t'""]","[['z', 'n', 'a', ""t'""]]"
958,"['г', 'р', 'о', 'б']","['g', 'r', 'o', 'p']","[['g', 'r', 'o', 'm'], ['p', 'r', 'o', 'p']]"
959,"['ж', 'д', 'ё', 'м']","['zh', ""d'"", 'o', 'm']","[['zh', ""d'"", 'o', 't']]"
960,"['ж', 'е', 'с', 'т']","['zh', 'e', 's', 't']","[['j', 'e', 's', 't'], [""m'"", 'e', 's', 't']]"
961,"['ж', 'е', 'ч', 'ь']","['zh', 'e', 'ch']","[[""l'"", 'e', 'ch'], ['zh', 'e', 'ch'], [""p'"", 'e', 'ch'], [""r'"", 'e', 'ch']]"
962,"['з', 'л', 'о', 'м']","['z', 'l', 'o', 'm']","[['z', 'l', 'y', 'm'], ['z', 'l', 'o'], ['z', 'l', 'o', 'j']]"
963,"['л', 'е', 'н', 'ь']","[""l'"", 'e', ""n'""]","[[""l'"", 'e', 'ch'], [""t'"", 'e', ""n'""], [""d'"", 'e', ""n'""]]"
964,"['л', 'и', 'к']","[""l'"", 'i', 'k']","[[""l'"", 'u', 'k'], [""l'"", 'i'], [""l'"", 'i', 'c']]"
965,"['м', 'е', 'ч']","[""m'"", 'e', 'ch']","[[""m'"", 'e', 'sh'], [""m'"", 'e', 'r'], [""m'"", 'a', 'ch']]"
966,"['м', 'ы', 'т', 'ь']","['m', 'y', ""t'""]","[['m', 'y', 'sh'], ['m', 'a', ""t'""], ['b', 'y', ""t'""]]"
967,"['н', 'о', 'л', 'ь']","['n', 'o', ""l'""]","[['t', 'o', ""l'""], ['b', 'o', ""l'""], ['k', 'o', ""l'""], ['n', 'o', 'ch'], ['r', 'o', ""l'""], ['s', 'o', ""l'""]]"
968,"['п', 'е', 'ч', 'ь']","[""p'"", 'e', 'ch']","[[""l'"", 'e', 'ch'], [""r'"", 'e', 'ch'], ['zh', 'e', 'ch'], [""p'"", 'e', ""t'""]]"
969,"['п', 'л', 'о', 'д']","['p', 'l', 'o', 't']","[['p', 'l', 'o', 'h'], ['p', 'o', 't']]"
970,"['п', 'у', 'с', 'т']","['p', 'u', 's', 't']","[['p', 'u', ""s'"", ""t'""], ['k', 'u', 's', 't'], ['p', 'o', 's', 't'], ['u', 's', 't']]"
971,"['р', 'о', 'т']","['r', 'o', 't']","[['r', 'o', 's', 't'], ['p', 'o', 't'], ['o', 't'], ['s', 'o', 't'], ['r', 'o', 's'], ['v', 'o', 't'], ['r', 'o', 's'], ['r', 'o', 't'], ['t', 'o', 't'], ['k', 'o', 't']]"
972,"['с', 'б', 'о', 'р']","['z', 'b', 'o', 'r']","[['b', 'o', 'r'], ['s', 'p', 'o', 'r']]"
973,"['с', 'т', 'у', 'к']","['s', 't', 'u', 'k']","[['sh', 't', 'u', 'k'], ['s', 't', 'u', 'l']]"
974,"['т', 'а', 'к', 'т']","['t', 'a', 'k', 't']","[['a', 'k', 't'], ['t', 'a', 'k'], ['f', 'a', 'k', 't']]"
975,"['т', 'е', 'м', 'п']","[""t'"", 'e', 'm', 'p']","[[""t'"", 'e', 'm']]"
976,"['т', 'о', 'к']","['t', 'o', 'k']","[['t', 'o', 'j'], ['t', 'o', 'l', 'k'], ['t', 'o'], ['t', 'o', 'n'], ['b', 'o', 'k'], ['t', 'a', 'k'], ['t', 'o', 'm'], ['t', 'o', 't'], ['s', 'o', 'k']]"
977,"['т', 'р', 'е', 'т', 'ь']","['t', ""r'"", 'e', ""t'""]",[]
978,"['ш', 'е', 'р', 'с', 'т', 'ь']","['sh', 'e', 'r', ""s'"", ""t'""]","[['sh', 'e', ""s'"", ""t'""]]"
979,"['б', 'л', 'е', 'с', 'к']","['b', ""l'"", 'e', 's', 'k']",[]
980,"['з', 'л', 'у']","['z', 'l', 'u']","[['z', 'l', 'o'], ['z', 'l', 'a']]"
981,"['с', 'т', 'о', 'п']","['s', 't', 'o', 'p']","[['s', 't', 'o'], ['s', 't', 'o', 'l'], ['s', 't', 'o', 'j']]"
982,"['р', 'о', 'з']","['r', 'o', 's']","[['v', 'o', 's'], ['r', 'a', 's'], ['r', 'o', 's'], ['r', 'o', 't'], ['r', 'o', 't']]"
983,"['л', 'ю', 'к']","[""l'"", 'u', 'k']","[[""l'"", 'i', 'k']]"
984,['а'],['a'],"[['a', 'sh'], ['a', 'n'], ['e'], ['n', 'a'], ['u'], ['b', 'a'], ['a', 'j'], ['k', 'a'], ['t', 'a'], ['h', 'a'], ['a', 't'], ['l', 'a'], ['o'], ['i'], ['j', 'a'], ['z', 'a'], ['a', 'h'], ['j', 'e'], ['d', 'a']]"
985,"['а', 'д']","['a', 't']","[['n', 'a', 't'], ['a', 'sh'], ['s', 'a', 't'], ['a'], ['l', 'a', 't'], ['a', 'n'], ['r', 'a', 't'], ['a', 'h'], ['g', 'a', 't'], ['a', 'j']]"
986,"['б', 'у', 'н', 'т']","['b', 'u', 'n', 't']",[]
987,"['г', 'р', 'у', 'з']","['g', 'r', 'u', 's']",[]
988,"['д', 'о', 'б', 'р']","['d', 'o', 'b', 'r']",[]
989,"['д', 'о', 'ж', 'д', 'ь']","['d', 'o', 'zh', ""t'""]","[['v', 'o', 'zh', ""t'""]]"
990,"['ж', 'а', 'н', 'р']","['zh', 'a', 'n', 'r']","[['zh', 'a', 'r'], ['zh', 'a', 'n']]"
991,"['к', 'а', 'з', 'н', 'ь']","['k', 'a', ""z'"", ""n'""]",[]
992,"['л', 'е', 'н', 'ь']","[""l'"", 'e', ""n'""]","[[""l'"", 'e', 'ch'], [""t'"", 'e', ""n'""], [""d'"", 'e', ""n'""]]"
993,"['м', 'а', 'л']","['m', 'a', 'l']","[['b', 'a', 'l'], [""m'"", 'i', 'l'], ['m', 'a', 'j'], ['z', 'a', 'l'], ['d', 'a', 'l'], ['p', 'a', 'l'], ['m', 'o', 'l']]"
994,"['м', 'и', 'ф']","[""m'"", 'i', 'f']","[[""m'"", 'i', 'r'], [""m'"", 'i', 'k'], [""m'"", 'i', 'l']]"
995,"['п', 'л', 'ы', 'т', 'ь']","['p', 'l', 'y', ""t'""]","[['p', 'l', 'o', ""t'""]]"
996,"['р', 'е', 'й', 'с']","[""r'"", 'e', 'j', 's']",[]
997,"['р', 'и', 'с', 'к']","[""r'"", 'i', 's', 'k']","[[""r'"", 'i', 's']]"
998,"['с', 'и', 'х']","[""s'"", 'i', 'h']","[[""s'"", ""t'"", 'i', 'h'], [""n'"", 'i', 'h'], [""s'"", 'i', 'm'], ['i', 'h'], [""s'"", 'i', 'l']]"
999,"['с', 'к', 'л', 'а', 'д']","['s', 'k', 'l', 'a', 't']","[['f', 'k', 'l', 'a', 't']]"
1000,"['с', 'к', 'р', 'и', 'п']","['s', 'k', ""r'"", 'i', 'p']",[]
1001,"['с', 'л', 'о', 'н']","['s', 'l', 'o', 'n']","[['s', 'o', 'n'], ['s', 'l', 'o', 'f'], ['s', 'l', 'o', 'j']]"
1002,"['ф', 'л', 'а', 'г']","['f', 'l', 'a', 'k']","[['b', 'l', 'a', 'k']]"
1003,"['ч', 'и', 'н']","['ch', 'i', 'n']","[[""v'"", 'i', 'n']]"
1004,"['б', 'а', 'с']","['b', 'a', 's']","[[""b'"", 'e', 's'], ['b', 'a', 'l'], ['ch', 'a', 's'], ['v', 'a', 's'], ['b', 'a', 'p'], ['b', 'a'], ['n', 'a', 's']]"
1005,"['б', 'ы', 'к']","['b', 'y', 'k']","[['b', 'y', 'f'], ['b', 'y'], ['b', 'y', 'l'], ['b', 'y', 't'], ['b', 'o', 'k']]"
1006,"['в', 'с', 'ё']","['f', ""s'"", 'o']","[['f', ""s'"", 'e'], ['f', ""s'"", 'u'], ['f', ""s'"", 'o', 'm'], ['f', ""s'"", 'a']]"
1007,"['в', 'с', 'т', 'а', 'в']","['f', 's', 't', 'a', 'f']","[['f', 's', 't', 'a', 'l'], ['s', 't', 'a', 'f']]"
1008,"['г', 'л', 'а', 'в']","['g', 'l', 'a', 'f']","[['g', 'l', 'a', 's']]"
1009,"['з', 'в', 'о', 'н']","['z', 'v', 'o', 'n']","[['z', 'o', 'n'], ['v', 'o', 'n']]"
1010,"['м', 'а', 'р', 'ш']","['m', 'a', 'r', 'sh']","[['m', 'a', 'r', 'k']]"
1011,"['м', 'и', 'с', 'с']","[""m'"", 'i', 's']","[['m', 'a', 's']]"
1012,"['с', 'и', 'м']","[""s'"", 'i', 'm']","[['s', 'a', 'm'], [""r'"", 'i', 'm'], [""n'"", 'i', 'm'], [""s'"", 'i', 'h'], ['i', 'm'], [""s'"", 'i', 'l'], [""s'"", 'o', 'm'], [""t'"", 'i', 'm'], [""s'"", 'e', 'm']]"
1013,"['с', 'т', 'о', 'л', 'б']","['s', 't', 'o', 'l', 'p']","[['s', 't', 'o', ""l'""], ['s', 't', 'o', 'l']]"
1014,"['т', 'р', 'а', 'в']","['t', 'r', 'a', 'f']","[['p', 'r', 'a', 'f']]"
1015,"['т', 'ы', 'л']","['t', 'y', 'l']","[[""t'"", 'e', 'l'], ['b', 'y', 'l'], ['t', 'y']]"
1016,"['б', 'ы', 'в']","['b', 'y', 'f']","[['b', 'y', 'k'], ['b', 'y'], ['b', 'y', 'l'], ['b', 'y', 't']]"
1017,"['к', 'а', 'н', 'т']","['k', 'a', 'n', 't']","[['k', 'a', 'r', 't']]"
1018,"['ж', 'ё', 'н']","['zh', 'o', 'n']","[['zh', 'a', 'n']]"
1019,"['з', 'н', 'а', 'й']","['z', 'n', 'a', 'j']","[['z', 'n', 'a', 'k'], ['z', 'n', 'a', 'l']]"
1020,"['з', 'у', 'б']","['z', 'u', 'p']","[['d', 'u', 'p'], ['g', 'u', 'p'], ['r', 'u', 'p']]"
1021,"['п', 'л', 'о', 'х']","['p', 'l', 'o', 'h']","[['p', 'l', 'o', 't']]"
1022,"['п', 'у', 'л', 'ь']","['p', 'u', ""l'""]","[['p', 'u', ""t'""], ['r', 'u', ""l'""], ['p', 'y', ""l'""]]"
1023,"['р', 'у', 'б', 'л', 'ь']","['r', 'u', 'b', ""l'""]","[['r', 'u', ""l'""]]"
1024,"['с', 'в', 'о', 'д']","['s', 'v', 'o', 't']","[['s', 'v', 'o', 'j'], ['v', 'o', 't']]"
1025,"['с', 'н', 'о', 'в']","['s', 'n', 'o', 'f']","[['s', 'n', 'o', 'm'], [""s'"", ""n'"", 'a', 'f'], ['s', 'l', 'o', 'f']]"
1026,"['с', 'т', 'ы', 'д']","['s', 't', 'y', 't']",[]
