word,pos,grapheme,phoneme_real,total_freq
снять,3,я,a0,10382
снять,4,т,t',10382
снять,5,ь,-,10382
со,1,с,s,465267
со,2,о,o0,465267
сок,1,с,s,1915
сок,2,о,o0,1915
сок,3,к,k,1915
соль,1,с,s,6148
соль,2,о,o0,6148
соль,3,л,l',6148
соль,4,ь,-,6148
сон,1,с,s,24594
сон,2,о,o0,24594
сон,3,н,n,24594
сорт,1,с,s,1613
сорт,2,о,o0,1613
сорт,3,р,r,1613
сорт,4,т,t,1613
сот,1,с,s,3125
сот,2,о,o0,3125
сот,3,т,t,3125
спал,1,с,s,18748
спал,2,п,p,18748
спал,3,а,a0,18748
спал,4,л,l,18748
спас,1,с,s,3629
спас,2,п,p,3629
спас,3,а,a0,3629
спас,4,с,s,3629
спать,1,с,s,33968
спать,2,п,p,33968
спать,3,а,a0,33968
спать,4,т,t',33968
спать,5,ь,-,33968
спи,1,с,s,1814
спи,2,п,p',1814
спи,3,и,i0,1814
спирт,1,с,s,1613
спирт,2,п,p',1613
спирт,3,и,i0,1613
спирт,4,р,r,1613
спирт,5,т,t,1613
спит,1,с,s,10684
спит,2,п,p',10684
спит,3,и,i0,10684
спит,4,т,t,10684
спишь,1,с,s,1613
спишь,2,п,p',1613
спишь,3,и,i0,1613
спишь,4,ш,sh,1613
спишь,5,ь,-,1613
сплошь,1,с,s,6955
сплошь,2,п,p,6955
сплошь,3,л,l,6955
сплошь,4,о,o0,6955
сплошь,5,ш,sh,6955
сплошь,6,ь,-,6955
сплю,1,с,s,3225
сплю,2,п,p,3225
сплю,3,л,l',3225
сплю,4,ю,u0,3225
спор,1,с,s,6854
спор,2,п,p,6854
спор,3,о,o0,6854
спор,4,р,r,6854
спорт,1,с,s,3326
спорт,2,п,p,3326
спорт,3,о,o0,3326
спорт,4,р,r,3326
спорт,5,т,t,3326
спрос,1,с,s,2318
спрос,2,п,p,2318
спрос,3,р,r,2318
спрос,4,о,o0,2318
спрос,5,с,s,2318
спят,1,с,s,5040
спят,2,п,p',5040
спят,3,я,a0,5040
спят,4,т,t,5040
средств,1,с,s,33665
средств,2,р,r',33665
средств,3,е,e0,33665
средств,4,д,-,33665
средств,5,с,c,33665
средств,6,т,t,33665
средств,7,в,f,33665
средь,1,с,s,2520
средь,2,р,r',2520
средь,3,е,e0,2520
средь,4,д,t',2520
средь,5,ь,-,2520
срок,1,с,s,24695
срок,2,р,r,24695
срок,3,о,o0,24695
срок,4,к,k,24695
ста,1,с,s,8870
ста,2,т,t,8870
ста,3,а,a0,8870
став,1,с,s,2923
став,2,т,t,2923
став,3,а,a0,2923
став,4,в,f,2923
стал,1,с,s,165706
стал,2,т,t,165706
стал,3,а,a0,165706
стал,4,л,l,165706
стан,1,с,s,1613
стан,2,т,t,1613
стан,3,а,a0,1613
стан,4,н,n,1613
стар,1,с,s,2721
стар,2,т,t,2721
стар,3,а,a0,2721
стар,4,р,r,2721
стать,1,с,s,35782
стать,2,т,t,35782
стать,3,а,a0,35782
стать,4,т,t',35782
стать,5,ь,-,35782
ствол,1,с,s,2016
ствол,2,т,t,2016
ствол,3,в,v,2016
ствол,4,о,o0,2016
ствол,5,л,l,2016
стен,1,с,s',9777
стен,2,т,t',9777
стен,3,е,e0,9777
стен,4,н,n,9777
степь,1,с,s',7963
степь,2,т,t',7963
степь,3,е,e0,7963
степь,4,п,p',7963
степь,5,ь,-,7963
стиль,1,с,s',9576
стиль,2,т,t',9576
стиль,3,и,i0,9576
стиль,4,л,l',9576
стиль,5,ь,-,9576
стих,1,с,s',2016
стих,2,т,t',2016
стих,3,и,i0,2016
стих,4,х,h,2016
сто,1,с,s,34270
сто,2,т,t,34270
сто,3,о,o0,34270
стой,1,с,s,6249
стой,2,т,t,6249
стой,3,о,o0,6249
стой,4,й,j,6249
стол,1,с,s,44148
стол,2,т,t,44148
стол,3,о,o0,44148
стол,4,л,l,44148
столб,1,с,s,2117
столб,2,т,t,2117
столб,3,о,o0,2117
столб,4,л,l,2117
столб,5,б,p,2117
столь,1,с,s,53925
столь,2,т,t,53925
столь,3,о,o0,53925
столь,4,л,l',53925
столь,5,ь,-,53925
стоп,1,с,s,2217
стоп,2,т,t,2217
стоп,3,о,o0,2217
стоп,4,п,p,2217
стран,1,с,s,26610
стран,2,т,t,26610
стран,3,р,r,26610
стран,4,а,a0,26610
стран,5,н,n,26610
страсть,1,с,s,10785
страсть,2,т,t,10785
страсть,3,р,r,10785
страсть,4,а,a0,10785
страсть,5,с,s',10785
страсть,6,т,t',10785
страсть,7,ь,-,10785
страх,1,с,s,20865
страх,2,т,t,20865
страх,3,р,r,20865
страх,4,а,a0,20865
страх,5,х,h,20865
строй,1,с,s,8970
строй,2,т,t,8970
строй,3,р,r,8970
строй,4,о,o0,8970
строй,5,й,j,8970
строк,1,с,s,4838
строк,2,т,t,4838
строк,3,р,r,4838
строк,4,о,o0,4838
строк,5,к,k,4838
стук,1,с,s,7861
стук,2,т,t,7861
стук,3,у,u0,7861
стук,4,к,k,7861
стул,1,с,s,10785
стул,2,т,t,10785
стул,3,у,u0,10785
стул,4,л,l,10785
стыд,1,с,s,2016
стыд,2,т,t,2016
стыд,3,ы,y0,2016
стыд,4,д,t,2016
суд,1,с,s,29836
суд,2,у,u0,29836
суд,3,д,t,29836
сумм,1,с,s,2721
сумм,2,у,u0,2721
сумм,3,м,m,2721
сумм,4,м,m,2721
суп,1,с,s,5644
суп,2,у,u0,5644
суп,3,п,p,5644
суть,1,с,s,21570
суть,2,у,u0,21570
суть,3,т,t',21570
суть,4,ь,-,21570
сцен,1,с,s,3024
сцен,2,ц,c,3024
сцен,3,е,e0,3024
сцен,4,н,n,3024
счёл,1,с,sc,4133
счёл,2,ч,ch,4133
счёл,3,ё,o0,4133
счёл,4,л,l,4133
счёт,1,с,-,33061
счёт,1,с,s,2419
счёт,2,ч,ch,2419
счёт,2,ч,sc,33061
счёт,3,ё,o0,35480
счёт,4,т,t,35480
съезд,1,с,s,7761
съезд,2,ъ,-,7761
съезд,3,е,je0,7761
съезд,4,з,z,7761
съезд,5,д,t,7761
съел,1,с,s,4737
съел,2,ъ,-,4737
съел,3,е,je0,4737
съел,4,л,l,4737
съесть,1,с,s,3225
съесть,2,ъ,-,3225
съесть,3,е,je0,3225
съесть,4,с,s',3225
съесть,5,т,t',3225
съесть,6,ь,-,3225
сын,1,с,s,56646
сын,2,ы,y0,56646
сын,3,н,n,56646
сэр,1,с,s,5040
сэр,2,э,e0,5040
сэр,3,р,r,5040
сём,1,с,s',7660
сём,2,ё,o0,7660
сём,3,м,m,7660
та,1,т,t,60477
та,2,а,a0,60477
тайн,1,т,t,2721
тайн,2,а,a0,2721
тайн,3,й,j,2721
тайн,4,н,n,2721
так,1,т,t,1279785
так,2,а,a0,1279785
так,3,к,k,1279785
такт,1,т,t,2217
такт,2,а,a0,2217
такт,3,к,k,2217
такт,4,т,t,2217
там,1,т,t,377072
там,2,а,a0,377072
там,3,м,m,377072
твой,1,т,t,30440
твой,2,в,v,30440
твой,3,о,o0,30440
твой,4,й,j,30440
те,1,т,t',127908
те,2,е,e0,127908
текст,1,т,t',15623
текст,2,е,e0,15623
текст,3,к,k,15623
текст,4,с,s,15623
текст,5,т,t,15623
тел,1,т,t',5745
тел,2,е,e0,5745
тел,3,л,l,5745
тем,1,т,t',326070
тем,2,е,e0,326070
тем,3,м,m,326070
темп,1,т,t',2217
темп,2,е,e0,2217
темп,3,м,m,2217
темп,4,п,p,2217
тень,1,т,t',13406
тень,2,е,e0,13406
тень,3,н,n',13406
тень,4,ь,-,13406
тех,1,т,t',134460
тех,2,е,e0,134460
тех,3,х,h,134460
тим,1,т,t',1613
тим,2,и,i0,1613
тим,3,м,m,1613
тип,1,т,t',10180
тип,2,и,i0,10180
тип,3,п,p,10180
ткань,1,т,t,3931
ткань,2,к,k,3931
ткань,3,а,a0,3931
ткань,4,н,n',3931
ткань,5,ь,-,3931
то,1,т,t,1456176
то,2,о,o0,1456176
той,1,т,t,95754
той,2,о,o0,95754
той,3,й,j,95754
ток,1,т,t,3931
ток,2,о,o0,3931
ток,3,к,k,3931
толк,1,т,t,1613
толк,2,о,o0,1613
толк,3,л,l,1613
толк,4,к,k,1613
толь,1,т,t,2923
толь,2,о,o0,2923
толь,3,л,l',2923
толь,4,ь,-,2923
том,1,т,t,337964
том,2,о,o0,337964
том,3,м,m,337964
тон,1,т,t,13305
тон,2,о,o0,13305
тон,3,н,n,13305
тонн,1,т,t,7862
тонн,2,о,o0,7862
тонн,3,н,n,7862
тонн,4,н,-,7862
тост,1,т,t,1714
тост,2,о,o0,1714
тост,3,с,s,1714
тост,4,т,t,1714
тот,1,т,t,205923
тот,2,о,o0,205923
тот,3,т,t,205923
трав,1,т,t,2117
трав,2,р,r,2117
трав,3,а,a0,2117
трав,4,в,f,2117
треск,1,т,t,1814
треск,2,р,r',1814
треск,3,е,e0,1814
треск,4,с,s,1814
треск,5,к,k,1814
треть,1,т,t,4636
треть,2,р,r',4636
треть,3,е,e0,4636
треть,4,т,t',4636
треть,5,ь,-,4636
три,1,т,t,185461
три,2,р,r',185461
три,3,и,i0,185461
трон,1,т,t,1714
трон,2,р,r,1714
трон,3,о,o0,1714
трон,4,н,n,1714
труб,1,т,t,3830
труб,2,р,r,3830
труб,3,у,u0,3830
труб,4,б,p,3830
труд,1,т,t,19554
труд,2,р,r,19554
труд,3,у,u0,19554
труд,4,д,t,19554
труп,1,т,t,7358
труп,2,р,r,7358
труп,3,у,u0,7358
труп,4,п,p,7358
трус,1,т,t,3125
трус,2,р,r,3125
трус,3,у,u0,3125
трус,4,с,s,3125
трём,1,т,t,4536
трём,2,р,r',4536
трём,3,ё,o0,4536
трём,4,м,m,4536
трёх,1,т,t,53018
трёх,2,р,r',53018
трёх,3,ё,o0,53018
трёх,4,х,h,53018
ту,1,т,t,62695
ту,2,у,u0,62695
тут,1,т,t,303794
тут,2,у,u0,303794
тут,3,т,t,303794
туч,1,т,t,2016
туч,2,у,u0,2016
туч,3,ч,ch,2016
ты,1,т,t,669174
ты,2,ы,y0,669174
тыл,1,т,t,2117
тыл,2,ы,y0,2117
тыл,3,л,l,2117
тьма,1,т,t',5544
тьма,2,ь,-,5544
тьма,3,м,m,5544
тьма,4,а,a0,5544
тьме,1,т,t',4435
тьме,2,ь,-,4435
тьме,3,м,m',4435
тьме,4,е,e0,4435
тьму,1,т,t',3830
тьму,2,ь,-,3830
тьму,3,м,m,3830
тьму,4,у,u0,3830
тьмы,1,т,t',2721
тьмы,2,ь,-,2721
тьмы,3,м,m,2721
тьмы,4,ы,y0,2721
тьфу,1,т,t',3326
тьфу,2,ь,-,3326
тьфу,3,ф,f,3326
тьфу,4,у,u0,3326
у,1,у,u0,1617548
уж,1,у,u0,187175
уж,2,ж,sh,187175
ум,1,у,u0,17941
ум,2,м,m,17941
ус,1,у,u0,1613
ус,2,с,s,1613
уст,1,у,u0,3024
уст,2,с,s,3024
уст,3,т,t,3024
ух,1,у,u0,2923
ух,2,х,h,2923
факт,1,ф,f,22880
факт,2,а,a0,22880
факт,3,к,k,22880
факт,4,т,t,22880
фильм,1,ф,f',16832
фильм,2,и,i0,16832
фильм,3,л,l',16832
фильм,4,ь,-,16832
фильм,5,м,m,16832
фирм,1,ф,f',2923
фирм,2,и,i0,2923
фирм,3,р,r,2923
фирм,4,м,m,2923
флаг,1,ф,f,5242
флаг,2,л,l,5242
флаг,3,а,a0,5242
флаг,4,г,k,5242
флот,1,ф,f,7258
флот,2,л,l,7258
флот,3,о,o0,7258
флот,4,т,t,7258
фон,1,ф,f,7560
фон,2,о,o0,7560
фон,3,н,n,7560
фонд,1,ф,f,6754
фонд,2,о,o0,6754
фонд,3,н,n,6754
фонд,4,д,t,6754
форм,1,ф,f,13204
форм,2,о,o0,13204
форм,3,р,r,13204
форм,4,м,m,13204
фраз,1,ф,f,3629
фраз,2,р,r,3629
фраз,3,а,a0,3629
фраз,4,з,s,3629
франц,1,ф,f,1915
франц,2,р,r,1915
франц,3,а,a0,1915
франц,4,н,n,1915
франц,5,ц,c,1915
фронт,1,ф,f,11894
фронт,2,р,r,11894
фронт,3,о,o0,11894
фронт,4,н,n,11894
фронт,5,т,t,11894
фу,1,ф,f,3125
фу,2,у,u0,3125
ха,1,х,h,4637
ха,2,а,a0,4637
хан,1,х,h,2923
хан,2,а,a0,2923
хан,3,н,n,2923
хвост,1,х,h,8165
хвост,2,в,v,8165
хвост,3,о,o0,8165
хвост,4,с,s,8165
хвост,5,т,t,8165
хлеб,1,х,h,24997
хлеб,2,л,l',24997
хлеб,3,е,e0,24997
хлеб,4,б,p,24997
ход,1,х,h,19050
ход,2,о,o0,19050
ход,3,д,t,19050
хор,1,х,h,4637
хор,2,о,o0,4637
хор,3,р,r,4637
хоть,1,х,h,109362
хоть,2,о,o0,109362
хоть,3,т,t',109362
хоть,4,ь,-,109362
хошь,1,х,h,2016
хошь,2,о,o0,2016
хошь,3,ш,sh,2016
хошь,4,ь,-,2016
храм,1,х,h,13507
храм,2,р,r,13507
храм,3,а,a0,13507
храм,4,м,m,13507
царь,1,ц,c,29130
царь,2,а,a0,29130
царь,3,р,r',29130
царь,4,ь,-,29130
цвет,1,ц,c,14817
цвет,2,в,v',14817
цвет,3,е,e0,14817
цвет,4,т,t,14817
цель,1,ц,c,24493
цель,2,е,e0,24493
цель,3,л,l',24493
цель,4,ь,-,24493
цен,1,ц,c,6753
цен,2,е,e0,6753
цен,3,н,n,6753
центр,1,ц,c,16732
центр,2,е,e0,16732
центр,3,н,n,16732
центр,4,т,t,16732
центр,5,р,r,16732
цепь,1,ц,c,8769
цепь,2,е,e0,8769
цепь,3,п,p',8769
цепь,4,ь,-,8769
цикл,1,ц,c,4032
цикл,2,и,y0,4032
цикл,3,к,k,4032
цикл,4,л,l,4032
цифр,1,ц,c,3024
цифр,2,и,y0,3024
цифр,3,ф,f,3024
цифр,4,р,r,3024
чай,1,ч,ch,34674
чай,2,а,a0,34674
чай,3,й,j,34674
час,1,ч,ch,56546
час,2,а,a0,56546
час,3,с,s,56546
часть,1,ч,ch,96359
часть,2,а,a0,96359
часть,3,с,s',96359
часть,4,т,t',96359
часть,5,ь,-,96359
чей,1,ч,ch,4536
чей,2,е,e0,4536
чей,3,й,j,4536
чем,1,ч,ch,323046
чем,2,е,e0,323046
чем,3,м,m,323046
черт,1,ч,ch,3024
черт,2,е,e0,3024
черт,3,р,r,3024
черт,4,т,t,3024
честь,1,ч,ch,32153
честь,2,е,e0,32153
честь,3,с,s',32153
честь,4,т,t',32153
честь,5,ь,-,32153
чин,1,ч,ch,3831
чин,2,и,i0,3831
чин,3,н,n,3831
чист,1,ч,ch,2016
чист,2,и,i0,2016
чист,3,с,s,2016
чист,4,т,t,2016
член,1,ч,ch,10583
член,2,л,l',10583
член,3,е,e0,10583
член,4,н,n,10583
чрез,1,ч,ch,15321
чрез,2,р,r',15321
чрез,3,е,e0,15321
чрез,4,з,s,15321
что,1,ч,ch,25804
что,1,ч,sh,4462064
что,2,т,t,4487868
что,3,о,o0,4487868
чтоб,1,ч,sh,97267
чтоб,2,т,t,97267
чтоб,3,о,o0,97267
чтоб,4,б,p,97267
чувств,1,ч,ch,15220
чувств,2,у,u0,15220
чувств,3,в,-,15220
чувств,4,с,s,15220
чувств,5,т,t,15220
чувств,6,в,f,15220
чуть,1,ч,ch,104020
чуть,2,у,u0,104020
чуть,3,т,t',104020
чуть,4,ь,-,104020
чушь,1,ч,ch,1613
чушь,2,у,u0,1613
чушь,3,ш,sh,1613
чушь,4,ь,-,1613
чьи,1,ч,ch,5544
чьи,2,ь,-,5544
чьи,3,и,ji0,5544
чья,1,ч,ch,4435
чья,2,ь,-,4435
чья,3,я,ja0,4435
чьё,1,ч,ch,2419
чьё,2,ь,-,2419
чьё,3,ё,jo0,2419
чём,1,ч,ch,90715
чём,2,ё,o0,90715
чём,3,м,m,90715
чёрт,1,ч,ch,24493
чёрт,2,ё,o0,24493
чёрт,3,р,r,24493
чёрт,4,т,t,24493
шаг,1,ш,sh,19050
шаг,2,а,a0,19050
шаг,3,г,k,19050
шанс,1,ш,sh,3427
шанс,2,а,a0,3427
шанс,3,н,n,3427
шанс,4,с,s,3427
шар,1,ш,sh,5544
шар,2,а,a0,5544
шар,3,р,r,5544
шах,1,ш,sh,1613
шах,2,а,a0,1613
шах,3,х,h,1613
шерсть,1,ш,sh,2217
шерсть,2,е,e0,2217
шерсть,3,р,r,2217
шерсть,4,с,s',2217
шерсть,5,т,t',2217
шерсть,6,ь,-,2217
шесть,1,ш,sh,35882
шесть,2,е,e0,35882
шесть,3,с,s',35882
шесть,4,т,t',35882
шесть,5,ь,-,35882
шеф,1,ш,sh,4233
шеф,2,е,e0,4233
шеф,3,ф,f,4233
шкаф,1,ш,sh,2419
шкаф,2,к,k,2419
шкаф,3,а,a0,2419
шкаф,4,ф,f,2419
школ,1,ш,sh,7560
школ,2,к,k,7560
школ,3,о,o0,7560
школ,4,л,l,7560
шла,1,ш,sh,33766
шла,2,л,l,33766
шла,3,а,a0,33766
шли,1,ш,sh,38201
шли,2,л,l',38201
шли,3,и,i0,38201
шло,1,ш,sh,14212
шло,2,л,l,14212
шло,3,о,o0,14212
штаб,1,ш,sh,7559
штаб,2,т,t,7559
штаб,3,а,a0,7559
штаб,4,б,p,7559
што,1,ш,sh,3729
што,2,т,t,3729
што,3,о,o0,3729
шторм,1,ш,sh,1814
шторм,2,т,t,1814
шторм,3,о,o0,1814
шторм,4,р,r,1814
шторм,5,м,m,1814
штук,1,ш,sh,6955
штук,2,т,t,6955
штук,3,у,u0,6955
штук,4,к,k,6955
шум,1,ш,sh,19251
шум,2,у,u0,19251
шум,3,м,m,19251
шут,1,ш,sh,2520
шут,2,у,u0,2520
шут,3,т,t,2520
шёл,1,ш,sh,54127
шёл,2,ё,o0,54127
шёл,3,л,l,54127
щель,1,щ,sc,3225
щель,2,е,e0,3225
щель,3,л,l',3225
щель,4,ь,-,3225
э,1,э,e0,7459
эй,1,э,e0,10079
эй,2,й,j,10079
эх,1,э,e0,16732
эх,2,х,h,16732
юг,1,ю,ju0,7660
юг,2,г,k,7660
я,1,я,ja0,3209493
ян,1,я,ja0,1814
ян,2,н,n,1814
